id,label,subject,message
3293,spam,Urgent: Update Your Payment Information,"Special insurance plan for you – get huge discounts by signing up today. Bhai, check kar ye mail important hai."
5354,spam,Your Loan Application Approved,You’ve won a lucky draw! Provide your contact details to claim the prize.
10275,ham,Regarding Your Assignment,Thanks for helping with the project submission last week.
14018,ham,Schedule for Tomorrow's Meeting,Please review the attached invoice and confirm once done.
13038,ham,Regarding Your Assignment,The team meeting is scheduled at 3 PM. Please join via the link.
6718,spam,Special Offer Just for You,Refer a friend and earn ₹500 instantly! Click here to start.
8762,ham,Project Update and Next Steps,I’ve shared the notes from today’s lecture in the drive link below.
4681,spam,Claim Your $500 Reward Now,You’ve won a lucky draw! Provide your contact details to claim the prize.
12079,ham,Invoice Attached for Your Review,The team meeting is scheduled at 3 PM. Please join via the link.
11302,ham,Schedule for Tomorrow's Meeting,I’ve shared the notes from today’s lecture in the drive link below.
13483,ham,Team Lunch on Friday,"Hey, please find attached the updated report for your review."
4943,spam,Limited Offer: Claim Your Free iPhone,Final notice: Your subscription will expire soon. Renew today and save 50%.
4542,spam,Your Loan Application Approved,Final notice: Your subscription will expire soon. Renew today and save 50%.
2268,spam,Upgrade to Premium Membership Today,You’ve won a lucky draw! Provide your contact details to claim the prize.
871,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
14400,ham,Schedule for Tomorrow's Meeting,"Hey, please find attached the updated report for your review."
6550,spam,Exclusive Discount on Electronics,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
10567,ham,Weekly Report Submission Reminder,Don’t forget to bring the printed copies for submission.
5887,spam,Urgent: Update Your Payment Information,Get access to premium content for free. Just confirm your email to activate the offer.
6977,spam,Upgrade to Premium Membership Today,Special insurance plan for you – get huge discounts by signing up today.
6334,spam,Your Loan Application Approved,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
13612,ham,Team Lunch on Friday,Let’s plan the presentation slides together this weekend.
14208,ham,Team Lunch on Friday,Just checking if you received the document I sent yesterday.
10065,ham,Re: Notes from Today's Lecture,Please review the attached invoice and confirm once done.
3888,spam,Exclusive Discount on Electronics,Special insurance plan for you – get huge discounts by signing up today.
9610,ham,Project Update and Next Steps,It was great seeing you at the seminar. Let’s catch up soon.
6915,spam,Upgrade to Premium Membership Today,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
13294,ham,Team Lunch on Friday,"I’ve shared the notes from today’s lecture in the drive link below. Offer bahut mast lag rahi hai, check kar jaldi."
13568,ham,Regarding Your Assignment,Can you confirm your availability for tomorrow’s meeting?
13481,ham,Follow-up on Previous Email,"Hey, please find attached the updated report for your review."
1743,spam,Upgrade to Premium Membership Today,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
5984,spam,Limited Offer: Claim Your Free iPhone,Final notice: Your subscription will expire soon. Renew today and save 50%.
126,spam,Limited Offer: Claim Your Free iPhone,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
7773,ham,Project Update and Next Steps,Just checking if you received the document I sent yesterday.
3999,spam,Exclusive Discount on Electronics,"Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight. Bhai, check kar ye mail important hai."
13864,ham,Schedule for Tomorrow's Meeting,Thanks for helping with the project submission last week.
13225,ham,Project Update and Next Steps,Let’s plan the presentation slides together this weekend.
8487,ham,Regarding Your Assignment,Thanks for helping with the project submission last week.
7572,ham,Invoice Attached for Your Review,Don’t forget to bring the printed copies for submission.
3272,spam,Congratulations! You've Won a Gift Voucher,Final notice: Your subscription will expire soon. Renew today and save 50%.
4934,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
14736,ham,Project Update and Next Steps,"Hey, please find attached the updated report for your review."
5794,spam,Limited Offer: Claim Your Free iPhone,Special insurance plan for you – get huge discounts by signing up today.
2364,spam,Claim Your $500 Reward Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
11128,ham,Team Lunch on Friday,Thanks for helping with the project submission last week.
3920,spam,Upgrade to Premium Membership Today,Your Amazon gift card is ready. Claim it before it expires.
1536,spam,Exclusive Discount on Electronics,Refer a friend and earn ₹500 instantly! Click here to start.
14829,ham,Follow-up on Previous Email,"Hey, please find attached the updated report for your review."
9168,ham,Regarding Your Assignment,I’ve shared the notes from today’s lecture in the drive link below.
5018,spam,Claim Your $500 Reward Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
1549,spam,Your Loan Application Approved,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
5925,spam,Claim Your $500 Reward Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
7283,spam,Limited Offer: Claim Your Free iPhone,Final notice: Your subscription will expire soon. Renew today and save 50%.
6303,spam,Congratulations! You've Won a Gift Voucher,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
181,spam,Win a Trip to Maldives - Limited Seats,Special insurance plan for you – get huge discounts by signing up today.
10292,ham,Follow-up on Previous Email,"Thanks for helping with the project submission last week. Bhai, check kar ye mail important hai."
10265,ham,Regarding Your Assignment,"Hey, please find attached the updated report for your review."
9137,ham,Re: Notes from Today's Lecture,The team meeting is scheduled at 3 PM. Please join via the link.
12613,ham,Regarding Your Assignment,Please review the attached invoice and confirm once done.
6367,spam,Claim Your $500 Reward Now,Refer a friend and earn ₹500 instantly! Click here to start.
8241,ham,Invitation: College Tech Fest,I’ve shared the notes from today’s lecture in the drive link below.
3174,spam,Your Loan Application Approved,You’ve won a lucky draw! Provide your contact details to claim the prize.
5784,spam,Your Loan Application Approved,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
11057,ham,Invitation: College Tech Fest,Don’t forget to bring the printed copies for submission.
6945,spam,Exclusive Discount on Electronics,Refer a friend and earn ₹500 instantly! Click here to start.
10184,ham,Weekly Report Submission Reminder,Just checking if you received the document I sent yesterday.
14570,ham,Meeting Reminder: Project Discussion,The team meeting is scheduled at 3 PM. Please join via the link.
3524,spam,Upgrade to Premium Membership Today,"You’ve won a lucky draw! Provide your contact details to claim the prize. Yaar, meeting ka link bhej de."
13156,ham,Invoice Attached for Your Review,I’ve shared the notes from today’s lecture in the drive link below.
3100,spam,Account Alert: Verify Your Details Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
7206,spam,Account Alert: Verify Your Details Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
14392,ham,Meeting Reminder: Project Discussion,The team meeting is scheduled at 3 PM. Please join via the link.
12047,ham,Regarding Your Assignment,It was great seeing you at the seminar. Let’s catch up soon.
8780,ham,Invoice Attached for Your Review,Please review the attached invoice and confirm once done.
5896,spam,Account Alert: Verify Your Details Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
4007,spam,Your Loan Application Approved,Your Amazon gift card is ready. Claim it before it expires.
55,spam,Urgent: Update Your Payment Information,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
9748,ham,Follow-up on Previous Email,Please review the attached invoice and confirm once done.
10200,ham,Weekly Report Submission Reminder,Please review the attached invoice and confirm once done.
7321,spam,Win a Trip to Maldives - Limited Seats,Refer a friend and earn ₹500 instantly! Click here to start.
12948,ham,Re: Notes from Today's Lecture,Can you confirm your availability for tomorrow’s meeting?
11819,ham,Weekly Report Submission Reminder,Thanks for helping with the project submission last week.
6068,spam,Urgent: Update Your Payment Information,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
10465,ham,Weekly Report Submission Reminder,Don’t forget to bring the printed copies for submission.
9453,ham,Invoice Attached for Your Review,It was great seeing you at the seminar. Let’s catch up soon.
14753,ham,Meeting Reminder: Project Discussion,I’ve shared the notes from today’s lecture in the drive link below.
14271,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
3151,spam,Upgrade to Premium Membership Today,Your Amazon gift card is ready. Claim it before it expires.
9605,ham,Weekly Report Submission Reminder,"Let’s plan the presentation slides together this weekend. Offer bahut mast lag rahi hai, check kar jaldi."
6408,spam,Special Offer Just for You,Your Amazon gift card is ready. Claim it before it expires.
6332,spam,Upgrade to Premium Membership Today,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
3716,spam,Exclusive Discount on Electronics,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
6046,spam,Urgent: Update Your Payment Information,Final notice: Your subscription will expire soon. Renew today and save 50%.
14158,ham,Team Lunch on Friday,Don’t forget to bring the printed copies for submission.
2024,spam,Account Alert: Verify Your Details Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
5410,spam,Special Offer Just for You,Refer a friend and earn ₹500 instantly! Click here to start.
4577,spam,Limited Offer: Claim Your Free iPhone,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
2742,spam,Limited Offer: Claim Your Free iPhone,Get access to premium content for free. Just confirm your email to activate the offer.
1895,spam,Your Loan Application Approved,Final notice: Your subscription will expire soon. Renew today and save 50%.
14407,ham,Schedule for Tomorrow's Meeting,Don’t forget to bring the printed copies for submission.
14412,ham,Schedule for Tomorrow's Meeting,I’ve shared the notes from today’s lecture in the drive link below.
7828,ham,Re: Notes from Today's Lecture,I’ve shared the notes from today’s lecture in the drive link below.
2731,spam,Exclusive Discount on Electronics,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
5297,spam,Account Alert: Verify Your Details Now,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
8514,ham,Re: Notes from Today's Lecture,Don’t forget to bring the printed copies for submission. Please confirm karna kal ka plan.
541,spam,Claim Your $500 Reward Now,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
13912,ham,Regarding Your Assignment,"Hey, please find attached the updated report for your review."
605,spam,Account Alert: Verify Your Details Now,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
10836,ham,Meeting Reminder: Project Discussion,"Hey, please find attached the updated report for your review."
7514,ham,Project Update and Next Steps,The team meeting is scheduled at 3 PM. Please join via the link.
6642,spam,Account Alert: Verify Your Details Now,Get access to premium content for free. Just confirm your email to activate the offer.
14210,ham,Invoice Attached for Your Review,Can you confirm your availability for tomorrow’s meeting?
566,spam,Exclusive Discount on Electronics,Refer a friend and earn ₹500 instantly! Click here to start.
10323,ham,Project Update and Next Steps,Don’t forget to bring the printed copies for submission.
3017,spam,Win a Trip to Maldives - Limited Seats,"You have been chosen to receive an exclusive credit card with zero annual fees. Apply now. Exam ki file attach ki hai, dekh lena."
14406,ham,Schedule for Tomorrow's Meeting,I’ve shared the notes from today’s lecture in the drive link below.
14300,ham,Invitation: College Tech Fest,Can you confirm your availability for tomorrow’s meeting? Please confirm karna kal ka plan.
9025,ham,Project Update and Next Steps,The team meeting is scheduled at 3 PM. Please join via the link.
11938,ham,Project Update and Next Steps,"Hey, please find attached the updated report for your review."
5034,spam,Exclusive Discount on Electronics,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
5899,spam,Claim Your $500 Reward Now,Special insurance plan for you – get huge discounts by signing up today.
5817,spam,Claim Your $500 Reward Now,Get access to premium content for free. Just confirm your email to activate the offer.
2747,spam,Claim Your $500 Reward Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
11756,ham,Weekly Report Submission Reminder,Can you confirm your availability for tomorrow’s meeting?
4425,spam,Your Loan Application Approved,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
14291,ham,Follow-up on Previous Email,"Don’t forget to bring the printed copies for submission. Offer bahut mast lag rahi hai, check kar jaldi."
8140,ham,Project Update and Next Steps,It was great seeing you at the seminar. Let’s catch up soon.
14606,ham,Meeting Reminder: Project Discussion,Don’t forget to bring the printed copies for submission.
11142,ham,Schedule for Tomorrow's Meeting,Don’t forget to bring the printed copies for submission.
25,spam,Limited Offer: Claim Your Free iPhone,You’ve won a lucky draw! Provide your contact details to claim the prize. Please confirm karna kal ka plan.
8257,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
7588,ham,Weekly Report Submission Reminder,"Hey, please find attached the updated report for your review."
14185,ham,Re: Notes from Today's Lecture,It was great seeing you at the seminar. Let’s catch up soon.
10035,ham,Regarding Your Assignment,Can you confirm your availability for tomorrow’s meeting?
9871,ham,Project Update and Next Steps,Please review the attached invoice and confirm once done.
582,spam,Exclusive Discount on Electronics,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
1299,spam,Upgrade to Premium Membership Today,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
3931,spam,Congratulations! You've Won a Gift Voucher,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
1802,spam,Limited Offer: Claim Your Free iPhone,Your Amazon gift card is ready. Claim it before it expires.
29,spam,Account Alert: Verify Your Details Now,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
250,spam,Limited Offer: Claim Your Free iPhone,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
10131,ham,Meeting Reminder: Project Discussion,I’ve shared the notes from today’s lecture in the drive link below.
13620,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
5695,spam,Your Loan Application Approved,Your Amazon gift card is ready. Claim it before it expires.
644,spam,Special Offer Just for You,Final notice: Your subscription will expire soon. Renew today and save 50%.
1531,spam,Congratulations! You've Won a Gift Voucher,Your Amazon gift card is ready. Claim it before it expires.
3009,spam,Account Alert: Verify Your Details Now,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
2229,spam,Win a Trip to Maldives - Limited Seats,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
6273,spam,Special Offer Just for You,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
10087,ham,Project Update and Next Steps,Don’t forget to bring the printed copies for submission.
6076,spam,Exclusive Discount on Electronics,Refer a friend and earn ₹500 instantly! Click here to start.
2105,spam,Exclusive Discount on Electronics,Final notice: Your subscription will expire soon. Renew today and save 50%.
10626,ham,Regarding Your Assignment,Thanks for helping with the project submission last week.
6246,spam,Congratulations! You've Won a Gift Voucher,Your Amazon gift card is ready. Claim it before it expires.
8284,ham,Weekly Report Submission Reminder,It was great seeing you at the seminar. Let’s catch up soon.
4410,spam,Urgent: Update Your Payment Information,Refer a friend and earn ₹500 instantly! Click here to start.
6688,spam,Upgrade to Premium Membership Today,Special insurance plan for you – get huge discounts by signing up today.
3216,spam,Claim Your $500 Reward Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
12575,ham,Follow-up on Previous Email,Let’s plan the presentation slides together this weekend.
12168,ham,Schedule for Tomorrow's Meeting,"Thanks for helping with the project submission last week. Bhai, check kar ye mail important hai."
13070,ham,Re: Notes from Today's Lecture,Just checking if you received the document I sent yesterday.
14014,ham,Schedule for Tomorrow's Meeting,It was great seeing you at the seminar. Let’s catch up soon.
6685,spam,Limited Offer: Claim Your Free iPhone,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
8779,ham,Project Update and Next Steps,Thanks for helping with the project submission last week.
13308,ham,Invoice Attached for Your Review,Please review the attached invoice and confirm once done.
13288,ham,Invitation: College Tech Fest,Can you confirm your availability for tomorrow’s meeting?
2261,spam,Upgrade to Premium Membership Today,You’ve won a lucky draw! Provide your contact details to claim the prize.
12760,ham,Re: Notes from Today's Lecture,Can you confirm your availability for tomorrow’s meeting?
11214,ham,Re: Notes from Today's Lecture,"Hey, please find attached the updated report for your review."
5252,spam,Special Offer Just for You,Final notice: Your subscription will expire soon. Renew today and save 50%.
4947,spam,Upgrade to Premium Membership Today,Final notice: Your subscription will expire soon. Renew today and save 50%.
14012,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
14025,ham,Invoice Attached for Your Review,I’ve shared the notes from today’s lecture in the drive link below.
13198,ham,Invitation: College Tech Fest,I’ve shared the notes from today’s lecture in the drive link below.
5162,spam,Congratulations! You've Won a Gift Voucher,Final notice: Your subscription will expire soon. Renew today and save 50%.
6119,spam,Win a Trip to Maldives - Limited Seats,Final notice: Your subscription will expire soon. Renew today and save 50%.
687,spam,Win a Trip to Maldives - Limited Seats,Final notice: Your subscription will expire soon. Renew today and save 50%.
14386,ham,Re: Notes from Today's Lecture,Thanks for helping with the project submission last week.
152,spam,Limited Offer: Claim Your Free iPhone,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
3529,spam,Account Alert: Verify Your Details Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
4109,spam,Congratulations! You've Won a Gift Voucher,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
13351,ham,Invoice Attached for Your Review,Just checking if you received the document I sent yesterday.
11985,ham,Meeting Reminder: Project Discussion,Just checking if you received the document I sent yesterday.
13258,ham,Team Lunch on Friday,Can you confirm your availability for tomorrow’s meeting?
3528,spam,Account Alert: Verify Your Details Now,You’ve won a lucky draw! Provide your contact details to claim the prize.
4840,spam,Account Alert: Verify Your Details Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
5494,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
12648,ham,Invitation: College Tech Fest,Let’s plan the presentation slides together this weekend.
5369,spam,Upgrade to Premium Membership Today,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
1379,spam,Account Alert: Verify Your Details Now,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
7712,ham,Regarding Your Assignment,Let’s plan the presentation slides together this weekend.
8141,ham,Regarding Your Assignment,Let’s plan the presentation slides together this weekend.
5120,spam,Urgent: Update Your Payment Information,Final notice: Your subscription will expire soon. Renew today and save 50%.
7280,spam,Congratulations! You've Won a Gift Voucher,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
12762,ham,Weekly Report Submission Reminder,Just checking if you received the document I sent yesterday.
14684,ham,Follow-up on Previous Email,Can you confirm your availability for tomorrow’s meeting?
1308,spam,Exclusive Discount on Electronics,Final notice: Your subscription will expire soon. Renew today and save 50%. Please confirm karna kal ka plan.
5345,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
5071,spam,Exclusive Discount on Electronics,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
7461,spam,Special Offer Just for You,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
11544,ham,Weekly Report Submission Reminder,Can you confirm your availability for tomorrow’s meeting?
4831,spam,Account Alert: Verify Your Details Now,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
10991,ham,Regarding Your Assignment,It was great seeing you at the seminar. Let’s catch up soon.
12554,ham,Regarding Your Assignment,The team meeting is scheduled at 3 PM. Please join via the link.
13279,ham,Invoice Attached for Your Review,Just checking if you received the document I sent yesterday.
13391,ham,Invitation: College Tech Fest,I’ve shared the notes from today’s lecture in the drive link below.
2795,spam,Congratulations! You've Won a Gift Voucher,Refer a friend and earn ₹500 instantly! Click here to start.
13859,ham,Invoice Attached for Your Review,Can you confirm your availability for tomorrow’s meeting?
2282,spam,Congratulations! You've Won a Gift Voucher,Your Amazon gift card is ready. Claim it before it expires.
7150,spam,Special Offer Just for You,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
13880,ham,Follow-up on Previous Email,The team meeting is scheduled at 3 PM. Please join via the link.
7718,ham,Invoice Attached for Your Review,Please review the attached invoice and confirm once done.
473,spam,Account Alert: Verify Your Details Now,Special insurance plan for you – get huge discounts by signing up today.
643,spam,Account Alert: Verify Your Details Now,You’ve won a lucky draw! Provide your contact details to claim the prize.
5873,spam,Limited Offer: Claim Your Free iPhone,You’ve won a lucky draw! Provide your contact details to claim the prize.
4293,spam,Upgrade to Premium Membership Today,Special insurance plan for you – get huge discounts by signing up today.
5674,spam,Limited Offer: Claim Your Free iPhone,Your Amazon gift card is ready. Claim it before it expires.
498,spam,Special Offer Just for You,You’ve won a lucky draw! Provide your contact details to claim the prize.
12748,ham,Re: Notes from Today's Lecture,It was great seeing you at the seminar. Let’s catch up soon.
1168,spam,Upgrade to Premium Membership Today,You’ve won a lucky draw! Provide your contact details to claim the prize.
13007,ham,Team Lunch on Friday,"Hey, please find attached the updated report for your review."
4148,spam,Claim Your $500 Reward Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
9761,ham,Regarding Your Assignment,Thanks for helping with the project submission last week.
10205,ham,Weekly Report Submission Reminder,"Can you confirm your availability for tomorrow’s meeting? Offer bahut mast lag rahi hai, check kar jaldi."
8128,ham,Team Lunch on Friday,Let’s plan the presentation slides together this weekend.
4294,spam,Account Alert: Verify Your Details Now,Refer a friend and earn ₹500 instantly! Click here to start.
4480,spam,Special Offer Just for You,Your Amazon gift card is ready. Claim it before it expires.
5706,spam,Urgent: Update Your Payment Information,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
6236,spam,Upgrade to Premium Membership Today,Refer a friend and earn ₹500 instantly! Click here to start.
5523,spam,Limited Offer: Claim Your Free iPhone,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
10233,ham,Regarding Your Assignment,Thanks for helping with the project submission last week.
1467,spam,Claim Your $500 Reward Now,Get access to premium content for free. Just confirm your email to activate the offer.
11365,ham,Weekly Report Submission Reminder,Just checking if you received the document I sent yesterday.
3633,spam,Exclusive Discount on Electronics,Final notice: Your subscription will expire soon. Renew today and save 50%.
10697,ham,Project Update and Next Steps,Thanks for helping with the project submission last week.
3298,spam,Congratulations! You've Won a Gift Voucher,Refer a friend and earn ₹500 instantly! Click here to start.
1941,spam,Account Alert: Verify Your Details Now,Your Amazon gift card is ready. Claim it before it expires.
3340,spam,Exclusive Discount on Electronics,Refer a friend and earn ₹500 instantly! Click here to start.
10274,ham,Regarding Your Assignment,I’ve shared the notes from today’s lecture in the drive link below.
11229,ham,Invoice Attached for Your Review,Just checking if you received the document I sent yesterday.
7635,ham,Weekly Report Submission Reminder,Let’s plan the presentation slides together this weekend.
12058,ham,Follow-up on Previous Email,Thanks for helping with the project submission last week.
4315,spam,Upgrade to Premium Membership Today,Special insurance plan for you – get huge discounts by signing up today.
4323,spam,Special Offer Just for You,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
16,spam,Urgent: Update Your Payment Information,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
11817,ham,Schedule for Tomorrow's Meeting,I’ve shared the notes from today’s lecture in the drive link below.
6788,spam,Limited Offer: Claim Your Free iPhone,Special insurance plan for you – get huge discounts by signing up today.
12931,ham,Project Update and Next Steps,Let’s plan the presentation slides together this weekend.
7972,ham,Re: Notes from Today's Lecture,Just checking if you received the document I sent yesterday.
4223,spam,Special Offer Just for You,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
6311,spam,Special Offer Just for You,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
13751,ham,Meeting Reminder: Project Discussion,It was great seeing you at the seminar. Let’s catch up soon.
586,spam,Special Offer Just for You,Your Amazon gift card is ready. Claim it before it expires.
5409,spam,Congratulations! You've Won a Gift Voucher,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
10135,ham,Weekly Report Submission Reminder,Thanks for helping with the project submission last week.
1669,spam,Congratulations! You've Won a Gift Voucher,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
10996,ham,Project Update and Next Steps,Don’t forget to bring the printed copies for submission.
4779,spam,Win a Trip to Maldives - Limited Seats,You’ve won a lucky draw! Provide your contact details to claim the prize.
2629,spam,Account Alert: Verify Your Details Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
4296,spam,Congratulations! You've Won a Gift Voucher,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
6458,spam,Account Alert: Verify Your Details Now,Your Amazon gift card is ready. Claim it before it expires.
11759,ham,Invitation: College Tech Fest,The team meeting is scheduled at 3 PM. Please join via the link.
9715,ham,Invitation: College Tech Fest,"Hey, please find attached the updated report for your review."
1607,spam,Urgent: Update Your Payment Information,Get access to premium content for free. Just confirm your email to activate the offer.
6572,spam,Account Alert: Verify Your Details Now,Get access to premium content for free. Just confirm your email to activate the offer.
4073,spam,Your Loan Application Approved,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
901,spam,Congratulations! You've Won a Gift Voucher,Refer a friend and earn ₹500 instantly! Click here to start.
9797,ham,Team Lunch on Friday,Let’s plan the presentation slides together this weekend.
13083,ham,Project Update and Next Steps,"Hey, please find attached the updated report for your review."
12027,ham,Invitation: College Tech Fest,Just checking if you received the document I sent yesterday.
1835,spam,Your Loan Application Approved,Special insurance plan for you – get huge discounts by signing up today.
4027,spam,Urgent: Update Your Payment Information,Refer a friend and earn ₹500 instantly! Click here to start.
4233,spam,Your Loan Application Approved,Special insurance plan for you – get huge discounts by signing up today.
6042,spam,Your Loan Application Approved,Final notice: Your subscription will expire soon. Renew today and save 50%.
6742,spam,Claim Your $500 Reward Now,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
76,spam,Exclusive Discount on Electronics,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
7843,ham,Meeting Reminder: Project Discussion,Just checking if you received the document I sent yesterday.
2446,spam,Win a Trip to Maldives - Limited Seats,"You’ve won a lucky draw! Provide your contact details to claim the prize. Offer bahut mast lag rahi hai, check kar jaldi."
7135,spam,Your Loan Application Approved,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
8370,ham,Project Update and Next Steps,I’ve shared the notes from today’s lecture in the drive link below.
6325,spam,Claim Your $500 Reward Now,You’ve won a lucky draw! Provide your contact details to claim the prize.
12548,ham,Invoice Attached for Your Review,Can you confirm your availability for tomorrow’s meeting?
10249,ham,Weekly Report Submission Reminder,The team meeting is scheduled at 3 PM. Please join via the link.
7146,spam,Your Loan Application Approved,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
7899,ham,Invitation: College Tech Fest,The team meeting is scheduled at 3 PM. Please join via the link.
13423,ham,Invitation: College Tech Fest,Let’s plan the presentation slides together this weekend.
11236,ham,Invoice Attached for Your Review,Don’t forget to bring the printed copies for submission.
8594,ham,Project Update and Next Steps,Can you confirm your availability for tomorrow’s meeting?
10831,ham,Invitation: College Tech Fest,Thanks for helping with the project submission last week.
10506,ham,Invitation: College Tech Fest,Please review the attached invoice and confirm once done.
5841,spam,Urgent: Update Your Payment Information,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
14179,ham,Project Update and Next Steps,I’ve shared the notes from today’s lecture in the drive link below.
6134,spam,Account Alert: Verify Your Details Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
12360,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
6001,spam,Win a Trip to Maldives - Limited Seats,Special insurance plan for you – get huge discounts by signing up today.
3172,spam,Limited Offer: Claim Your Free iPhone,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
13834,ham,Meeting Reminder: Project Discussion,Let’s plan the presentation slides together this weekend.
7156,spam,Upgrade to Premium Membership Today,Your Amazon gift card is ready. Claim it before it expires.
256,spam,Urgent: Update Your Payment Information,You’ve won a lucky draw! Provide your contact details to claim the prize.
6125,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
13811,ham,Invoice Attached for Your Review,Let’s plan the presentation slides together this weekend.
5279,spam,Claim Your $500 Reward Now,Special insurance plan for you – get huge discounts by signing up today.
3350,spam,Win a Trip to Maldives - Limited Seats,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
8476,ham,Regarding Your Assignment,Don’t forget to bring the printed copies for submission.
6141,spam,Exclusive Discount on Electronics,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
13170,ham,Project Update and Next Steps,I’ve shared the notes from today’s lecture in the drive link below.
3352,spam,Account Alert: Verify Your Details Now,Your Amazon gift card is ready. Claim it before it expires.
11387,ham,Meeting Reminder: Project Discussion,Let’s plan the presentation slides together this weekend.
